Year,Sector,SectorShort,AgeLabel,Value
2013,"Arts, Entertainment & Recreation",Arts & Recreation,65+,1.2
2014,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,1
2014,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,4.5
2014,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,5.1
2014,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,4.3
2014,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.1
2014,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4
2014,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,2.5
2014,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.2
2014,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,2.4
2014,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.4
2014,"Arts, Entertainment & Recreation",Arts & Recreation,65+,1.7
2015,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,1
2015,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,4.1
2015,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,5.5
2015,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,4
2015,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.4
2015,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.3
2015,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,4.1
2015,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.3
2015,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,3.3
2015,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,1.7
2015,"Arts, Entertainment & Recreation",Arts & Recreation,65+,1.4
2016,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.8
2016,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,4.1
2016,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,6.6
2016,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,5.1
2016,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.4
2016,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.7
2016,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,3.3
2016,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,4
2016,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,3.4
2016,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,1.8
2016,"Arts, Entertainment & Recreation",Arts & Recreation,65+,2.3
2017,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.6
2017,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,3.8
2017,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,4.6
2017,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,5.5
2017,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.5
2017,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,3.6
2017,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,4.3
2017,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,2.5
2017,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,2.6
2017,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.1
2017,"Arts, Entertainment & Recreation",Arts & Recreation,65+,1.2
2018,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,1.5
2018,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,3.6
2018,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,4.8
2018,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,5
2018,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,3.8
2018,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.1
2018,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,4.2
2018,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.5
2018,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,3
2018,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.3
2018,"Arts, Entertainment & Recreation",Arts & Recreation,65+,1.9
2019,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,1
2019,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,2.6
2019,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,3.9
2019,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,4.3
2019,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.6
2019,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.8
2019,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,3.4
2019,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,2.7
2019,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,2.9
2019,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.2
2019,"Arts, Entertainment & Recreation",Arts & Recreation,65+,1.8
2020,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.4
2020,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,1.6
2020,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,4.8
2020,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,5.5
2020,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.3
2020,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.1
2020,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,3.6
2020,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.3
2020,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,2.7
2020,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.2
2020,"Arts, Entertainment & Recreation",Arts & Recreation,65+,2
2021,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.2
2021,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,1.9
2021,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,3.9
2021,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,5.1
2021,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,5
2021,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.2
2021,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,2.6
2021,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,2.6
2021,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,2.7
2021,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.4
2021,"Arts, Entertainment & Recreation",Arts & Recreation,65+,2.4
2022,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.6
2022,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,2.3
2022,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,3.3
2022,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,4.2
2022,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.2
2022,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4
2022,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,4.7
2022,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.3
2022,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,3
2022,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.4
2022,"Arts, Entertainment & Recreation",Arts & Recreation,65+,2.4
2023,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.9
2023,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,2.7
2023,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,2.9
2023,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,4.6
2023,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.5
2023,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.7
2023,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,3.6
2023,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.3
2023,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,2.6
2023,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.6
2023,"Arts, Entertainment & Recreation",Arts & Recreation,65+,3.2
2024,"Arts, Entertainment & Recreation",Arts & Recreation,15-19,0.5
2024,"Arts, Entertainment & Recreation",Arts & Recreation,20-24,2.8
2024,"Arts, Entertainment & Recreation",Arts & Recreation,25-29,4.1
2024,"Arts, Entertainment & Recreation",Arts & Recreation,30-34,5
2024,"Arts, Entertainment & Recreation",Arts & Recreation,35-39,4.7
2024,"Arts, Entertainment & Recreation",Arts & Recreation,40-44,4.5
2024,"Arts, Entertainment & Recreation",Arts & Recreation,45-49,4.5
2024,"Arts, Entertainment & Recreation",Arts & Recreation,50-54,3.7
2024,"Arts, Entertainment & Recreation",Arts & Recreation,55-59,3
2024,"Arts, Entertainment & Recreation",Arts & Recreation,60-64,2.5
2024,"Arts, Entertainment & Recreation",Arts & Recreation,65+,2.6
2000,Financial & Insurance Services,Financial & Insurance,15-19,0.8
2000,Financial & Insurance Services,Financial & Insurance,20-24,7.5
2000,Financial & Insurance Services,Financial & Insurance,25-29,20
2000,Financial & Insurance Services,Financial & Insurance,30-34,18.1
2000,Financial & Insurance Services,Financial & Insurance,35-39,16
2000,Financial & Insurance Services,Financial & Insurance,40-44,11.7
2000,Financial & Insurance Services,Financial & Insurance,45-49,8.2
2000,Financial & Insurance Services,Financial & Insurance,50-54,5.3
2000,Financial & Insurance Services,Financial & Insurance,55-59,1.9
2000,Financial & Insurance Services,Financial & Insurance,60-64,1.1
2000,Financial & Insurance Services,Financial & Insurance,65+,0.7
2001,Financial & Insurance Services,Financial & Insurance,15-19,0.9
2001,Financial & Insurance Services,Financial & Insurance,20-24,6.7
2001,Financial & Insurance Services,Financial & Insurance,25-29,17.4
2001,Financial & Insurance Services,Financial & Insurance,30-34,17.7
2001,Financial & Insurance Services,Financial & Insurance,35-39,15.7
2001,Financial & Insurance Services,Financial & Insurance,40-44,11.6
2001,Financial & Insurance Services,Financial & Insurance,45-49,9.4
2001,Financial & Insurance Services,Financial & Insurance,50-54,6.3
2001,Financial & Insurance Services,Financial & Insurance,55-59,1.9
2001,Financial & Insurance Services,Financial & Insurance,60-64,0.8
2001,Financial & Insurance Services,Financial & Insurance,65+,0.7
2002,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2002,Financial & Insurance Services,Financial & Insurance,20-24,5.2
2002,Financial & Insurance Services,Financial & Insurance,25-29,17
2002,Financial & Insurance Services,Financial & Insurance,30-34,19.1
2002,Financial & Insurance Services,Financial & Insurance,35-39,16.2
2002,Financial & Insurance Services,Financial & Insurance,40-44,12.8
2002,Financial & Insurance Services,Financial & Insurance,45-49,8.9
2002,Financial & Insurance Services,Financial & Insurance,50-54,6.8
2002,Financial & Insurance Services,Financial & Insurance,55-59,2.1
2002,Financial & Insurance Services,Financial & Insurance,60-64,1.2
2002,Financial & Insurance Services,Financial & Insurance,65+,0.8
2003,Financial & Insurance Services,Financial & Insurance,15-19,0.3
2003,Financial & Insurance Services,Financial & Insurance,20-24,4.9
2003,Financial & Insurance Services,Financial & Insurance,25-29,15.4
2003,Financial & Insurance Services,Financial & Insurance,30-34,19
2003,Financial & Insurance Services,Financial & Insurance,35-39,16.5
2003,Financial & Insurance Services,Financial & Insurance,40-44,12.1
2003,Financial & Insurance Services,Financial & Insurance,45-49,8.7
2003,Financial & Insurance Services,Financial & Insurance,50-54,6.5
2003,Financial & Insurance Services,Financial & Insurance,55-59,3.4
2003,Financial & Insurance Services,Financial & Insurance,60-64,1.2
2003,Financial & Insurance Services,Financial & Insurance,65+,0.6
2004,Financial & Insurance Services,Financial & Insurance,15-19,0.5
2004,Financial & Insurance Services,Financial & Insurance,20-24,6.5
2004,Financial & Insurance Services,Financial & Insurance,25-29,15.2
2004,Financial & Insurance Services,Financial & Insurance,30-34,19.8
2004,Financial & Insurance Services,Financial & Insurance,35-39,17.1
2004,Financial & Insurance Services,Financial & Insurance,40-44,13.1
2004,Financial & Insurance Services,Financial & Insurance,45-49,10
2004,Financial & Insurance Services,Financial & Insurance,50-54,5.1
2004,Financial & Insurance Services,Financial & Insurance,55-59,3.1
2004,Financial & Insurance Services,Financial & Insurance,60-64,1
2004,Financial & Insurance Services,Financial & Insurance,65+,0.6
2005,Financial & Insurance Services,Financial & Insurance,15-19,0.3
2005,Financial & Insurance Services,Financial & Insurance,20-24,7.1
2005,Financial & Insurance Services,Financial & Insurance,25-29,17
2005,Financial & Insurance Services,Financial & Insurance,30-34,22
2005,Financial & Insurance Services,Financial & Insurance,35-39,17.7
2005,Financial & Insurance Services,Financial & Insurance,40-44,14.8
2005,Financial & Insurance Services,Financial & Insurance,45-49,11.3
2005,Financial & Insurance Services,Financial & Insurance,50-54,7.6
2005,Financial & Insurance Services,Financial & Insurance,55-59,3.9
2005,Financial & Insurance Services,Financial & Insurance,60-64,0.9
2005,Financial & Insurance Services,Financial & Insurance,65+,0.8
2006,Financial & Insurance Services,Financial & Insurance,15-19,0.6
2006,Financial & Insurance Services,Financial & Insurance,20-24,7.6
2006,Financial & Insurance Services,Financial & Insurance,25-29,18.2
2006,Financial & Insurance Services,Financial & Insurance,30-34,21.5
2006,Financial & Insurance Services,Financial & Insurance,35-39,17.4
2006,Financial & Insurance Services,Financial & Insurance,40-44,14.2
2006,Financial & Insurance Services,Financial & Insurance,45-49,11.6
2006,Financial & Insurance Services,Financial & Insurance,50-54,8.2
2006,Financial & Insurance Services,Financial & Insurance,55-59,4.2
2006,Financial & Insurance Services,Financial & Insurance,60-64,1.4
2006,Financial & Insurance Services,Financial & Insurance,65+,1.4
2007,Financial & Insurance Services,Financial & Insurance,15-19,0.6
2007,Financial & Insurance Services,Financial & Insurance,20-24,8.2
2007,Financial & Insurance Services,Financial & Insurance,25-29,17.7
2007,Financial & Insurance Services,Financial & Insurance,30-34,20.8
2007,Financial & Insurance Services,Financial & Insurance,35-39,20.3
2007,Financial & Insurance Services,Financial & Insurance,40-44,16.3
2007,Financial & Insurance Services,Financial & Insurance,45-49,11.5
2007,Financial & Insurance Services,Financial & Insurance,50-54,7.2
2007,Financial & Insurance Services,Financial & Insurance,55-59,4.9
2007,Financial & Insurance Services,Financial & Insurance,60-64,1.4
2007,Financial & Insurance Services,Financial & Insurance,65+,0.8
2008,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2008,Financial & Insurance Services,Financial & Insurance,20-24,9.6
2008,Financial & Insurance Services,Financial & Insurance,25-29,21.8
2008,Financial & Insurance Services,Financial & Insurance,30-34,23.4
2008,Financial & Insurance Services,Financial & Insurance,35-39,23.8
2008,Financial & Insurance Services,Financial & Insurance,40-44,15.8
2008,Financial & Insurance Services,Financial & Insurance,45-49,13.5
2008,Financial & Insurance Services,Financial & Insurance,50-54,8.1
2008,Financial & Insurance Services,Financial & Insurance,55-59,4.1
2008,Financial & Insurance Services,Financial & Insurance,60-64,1.8
2008,Financial & Insurance Services,Financial & Insurance,65+,0.9
2009,Financial & Insurance Services,Financial & Insurance,15-19,0.3
2009,Financial & Insurance Services,Financial & Insurance,20-24,7.4
2009,Financial & Insurance Services,Financial & Insurance,25-29,21.5
2009,Financial & Insurance Services,Financial & Insurance,30-34,23.6
2009,Financial & Insurance Services,Financial & Insurance,35-39,22.5
2009,Financial & Insurance Services,Financial & Insurance,40-44,15.9
2009,Financial & Insurance Services,Financial & Insurance,45-49,12.8
2009,Financial & Insurance Services,Financial & Insurance,50-54,9.4
2009,Financial & Insurance Services,Financial & Insurance,55-59,4.9
2009,Financial & Insurance Services,Financial & Insurance,60-64,2.2
2009,Financial & Insurance Services,Financial & Insurance,65+,1.4
2010,Financial & Insurance Services,Financial & Insurance,15-19,0.5
2010,Financial & Insurance Services,Financial & Insurance,20-24,7.5
2010,Financial & Insurance Services,Financial & Insurance,25-29,23.4
2010,Financial & Insurance Services,Financial & Insurance,30-34,24
2010,Financial & Insurance Services,Financial & Insurance,35-39,23.7
2010,Financial & Insurance Services,Financial & Insurance,40-44,15.6
2010,Financial & Insurance Services,Financial & Insurance,45-49,12.3
2010,Financial & Insurance Services,Financial & Insurance,50-54,9
2010,Financial & Insurance Services,Financial & Insurance,55-59,5.2
2010,Financial & Insurance Services,Financial & Insurance,60-64,3.3
2010,Financial & Insurance Services,Financial & Insurance,65+,1.6
2011,Financial & Insurance Services,Financial & Insurance,15-19,0.4
2011,Financial & Insurance Services,Financial & Insurance,20-24,9
2011,Financial & Insurance Services,Financial & Insurance,25-29,25.4
2011,Financial & Insurance Services,Financial & Insurance,30-34,26.2
2011,Financial & Insurance Services,Financial & Insurance,35-39,25.2
2011,Financial & Insurance Services,Financial & Insurance,40-44,21
2011,Financial & Insurance Services,Financial & Insurance,45-49,14.9
2011,Financial & Insurance Services,Financial & Insurance,50-54,11.2
2011,Financial & Insurance Services,Financial & Insurance,55-59,6.8
2011,Financial & Insurance Services,Financial & Insurance,60-64,3.4
2011,Financial & Insurance Services,Financial & Insurance,65+,2
2012,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2012,Financial & Insurance Services,Financial & Insurance,20-24,10.2
2012,Financial & Insurance Services,Financial & Insurance,25-29,24.4
2012,Financial & Insurance Services,Financial & Insurance,30-34,28
2012,Financial & Insurance Services,Financial & Insurance,35-39,24.7
2012,Financial & Insurance Services,Financial & Insurance,40-44,22.5
2012,Financial & Insurance Services,Financial & Insurance,45-49,15.9
2012,Financial & Insurance Services,Financial & Insurance,50-54,11.3
2012,Financial & Insurance Services,Financial & Insurance,55-59,6.6
2012,Financial & Insurance Services,Financial & Insurance,60-64,3.8
2012,Financial & Insurance Services,Financial & Insurance,65+,2.5
2013,Financial & Insurance Services,Financial & Insurance,15-19,0.4
2013,Financial & Insurance Services,Financial & Insurance,20-24,7
2013,Financial & Insurance Services,Financial & Insurance,25-29,22.5
2013,Financial & Insurance Services,Financial & Insurance,30-34,28.2
2013,Financial & Insurance Services,Financial & Insurance,35-39,23.4
2013,Financial & Insurance Services,Financial & Insurance,40-44,23.7
2013,Financial & Insurance Services,Financial & Insurance,45-49,14
2013,Financial & Insurance Services,Financial & Insurance,50-54,13.7
2013,Financial & Insurance Services,Financial & Insurance,55-59,8
2013,Financial & Insurance Services,Financial & Insurance,60-64,4.2
2013,Financial & Insurance Services,Financial & Insurance,65+,2.7
2014,Financial & Insurance Services,Financial & Insurance,15-19,0.3
2014,Financial & Insurance Services,Financial & Insurance,20-24,8.8
2014,Financial & Insurance Services,Financial & Insurance,25-29,23.5
2014,Financial & Insurance Services,Financial & Insurance,30-34,29.8
2014,Financial & Insurance Services,Financial & Insurance,35-39,28.2
2014,Financial & Insurance Services,Financial & Insurance,40-44,23.9
2014,Financial & Insurance Services,Financial & Insurance,45-49,18.5
2014,Financial & Insurance Services,Financial & Insurance,50-54,15.5
2014,Financial & Insurance Services,Financial & Insurance,55-59,8.4
2014,Financial & Insurance Services,Financial & Insurance,60-64,5.8
2014,Financial & Insurance Services,Financial & Insurance,65+,3
2015,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2015,Financial & Insurance Services,Financial & Insurance,20-24,10
2015,Financial & Insurance Services,Financial & Insurance,25-29,26.2
2015,Financial & Insurance Services,Financial & Insurance,30-34,28.5
2015,Financial & Insurance Services,Financial & Insurance,35-39,27.7
2015,Financial & Insurance Services,Financial & Insurance,40-44,24.5
2015,Financial & Insurance Services,Financial & Insurance,45-49,18.3
2015,Financial & Insurance Services,Financial & Insurance,50-54,13
2015,Financial & Insurance Services,Financial & Insurance,55-59,10
2015,Financial & Insurance Services,Financial & Insurance,60-64,5.3
2015,Financial & Insurance Services,Financial & Insurance,65+,3.1
2016,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2016,Financial & Insurance Services,Financial & Insurance,20-24,10.3
2016,Financial & Insurance Services,Financial & Insurance,25-29,27.6
2016,Financial & Insurance Services,Financial & Insurance,30-34,31.9
2016,Financial & Insurance Services,Financial & Insurance,35-39,29.2
2016,Financial & Insurance Services,Financial & Insurance,40-44,26.7
2016,Financial & Insurance Services,Financial & Insurance,45-49,21.2
2016,Financial & Insurance Services,Financial & Insurance,50-54,18.4
2016,Financial & Insurance Services,Financial & Insurance,55-59,12.4
2016,Financial & Insurance Services,Financial & Insurance,60-64,8.4
2016,Financial & Insurance Services,Financial & Insurance,65+,3.9
2017,Financial & Insurance Services,Financial & Insurance,15-19,0.4
2017,Financial & Insurance Services,Financial & Insurance,20-24,8.4
2017,Financial & Insurance Services,Financial & Insurance,25-29,27.7
2017,Financial & Insurance Services,Financial & Insurance,30-34,31.5
2017,Financial & Insurance Services,Financial & Insurance,35-39,33.1
2017,Financial & Insurance Services,Financial & Insurance,40-44,26.4
2017,Financial & Insurance Services,Financial & Insurance,45-49,22.3
2017,Financial & Insurance Services,Financial & Insurance,50-54,16.3
2017,Financial & Insurance Services,Financial & Insurance,55-59,10.7
2017,Financial & Insurance Services,Financial & Insurance,60-64,7.4
2017,Financial & Insurance Services,Financial & Insurance,65+,5.5
2018,Financial & Insurance Services,Financial & Insurance,15-19,1.1
2018,Financial & Insurance Services,Financial & Insurance,20-24,10.4
2018,Financial & Insurance Services,Financial & Insurance,25-29,27.6
2018,Financial & Insurance Services,Financial & Insurance,30-34,29.4
2018,Financial & Insurance Services,Financial & Insurance,35-39,30.7
2018,Financial & Insurance Services,Financial & Insurance,40-44,28.1
2018,Financial & Insurance Services,Financial & Insurance,45-49,23.6
2018,Financial & Insurance Services,Financial & Insurance,50-54,19.2
2018,Financial & Insurance Services,Financial & Insurance,55-59,13.3
2018,Financial & Insurance Services,Financial & Insurance,60-64,7.6
2018,Financial & Insurance Services,Financial & Insurance,65+,5.2
2019,Financial & Insurance Services,Financial & Insurance,15-19,0.8
2019,Financial & Insurance Services,Financial & Insurance,20-24,7.9
2019,Financial & Insurance Services,Financial & Insurance,25-29,29.8
2019,Financial & Insurance Services,Financial & Insurance,30-34,31.7
2019,Financial & Insurance Services,Financial & Insurance,35-39,32.9
2019,Financial & Insurance Services,Financial & Insurance,40-44,32.5
2019,Financial & Insurance Services,Financial & Insurance,45-49,25.8
2019,Financial & Insurance Services,Financial & Insurance,50-54,18.8
2019,Financial & Insurance Services,Financial & Insurance,55-59,13.9
2019,Financial & Insurance Services,Financial & Insurance,60-64,9.4
2019,Financial & Insurance Services,Financial & Insurance,65+,5.8
2020,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2020,Financial & Insurance Services,Financial & Insurance,20-24,7.6
2020,Financial & Insurance Services,Financial & Insurance,25-29,28.6
2020,Financial & Insurance Services,Financial & Insurance,30-34,32.8
2020,Financial & Insurance Services,Financial & Insurance,35-39,31.6
2020,Financial & Insurance Services,Financial & Insurance,40-44,30
2020,Financial & Insurance Services,Financial & Insurance,45-49,28.6
2020,Financial & Insurance Services,Financial & Insurance,50-54,20
2020,Financial & Insurance Services,Financial & Insurance,55-59,13.4
2020,Financial & Insurance Services,Financial & Insurance,60-64,7.8
2020,Financial & Insurance Services,Financial & Insurance,65+,6.7
2021,Financial & Insurance Services,Financial & Insurance,15-19,0.8
2021,Financial & Insurance Services,Financial & Insurance,20-24,7.4
2021,Financial & Insurance Services,Financial & Insurance,25-29,29.1
2021,Financial & Insurance Services,Financial & Insurance,30-34,39.9
2021,Financial & Insurance Services,Financial & Insurance,35-39,37.5
2021,Financial & Insurance Services,Financial & Insurance,40-44,31.9
2021,Financial & Insurance Services,Financial & Insurance,45-49,25.5
2021,Financial & Insurance Services,Financial & Insurance,50-54,19.6
2021,Financial & Insurance Services,Financial & Insurance,55-59,14.8
2021,Financial & Insurance Services,Financial & Insurance,60-64,9.4
2021,Financial & Insurance Services,Financial & Insurance,65+,9.3
2022,Financial & Insurance Services,Financial & Insurance,15-19,0.9
2022,Financial & Insurance Services,Financial & Insurance,20-24,6.1
2022,Financial & Insurance Services,Financial & Insurance,25-29,21.1
2022,Financial & Insurance Services,Financial & Insurance,30-34,39.8
2022,Financial & Insurance Services,Financial & Insurance,35-39,40.2
2022,Financial & Insurance Services,Financial & Insurance,40-44,37
2022,Financial & Insurance Services,Financial & Insurance,45-49,30.9
2022,Financial & Insurance Services,Financial & Insurance,50-54,22
2022,Financial & Insurance Services,Financial & Insurance,55-59,17
2022,Financial & Insurance Services,Financial & Insurance,60-64,11.2
2022,Financial & Insurance Services,Financial & Insurance,65+,9.6
2023,Financial & Insurance Services,Financial & Insurance,15-19,0.7
2023,Financial & Insurance Services,Financial & Insurance,20-24,6.8
2023,Financial & Insurance Services,Financial & Insurance,25-29,26.8
2023,Financial & Insurance Services,Financial & Insurance,30-34,40
2023,Financial & Insurance Services,Financial & Insurance,35-39,36.9
2023,Financial & Insurance Services,Financial & Insurance,40-44,34.2
2023,Financial & Insurance Services,Financial & Insurance,45-49,29.6
2023,Financial & Insurance Services,Financial & Insurance,50-54,23.3
2023,Financial & Insurance Services,Financial & Insurance,55-59,17.4
2023,Financial & Insurance Services,Financial & Insurance,60-64,10.9
2023,Financial & Insurance Services,Financial & Insurance,65+,9.6
2024,Financial & Insurance Services,Financial & Insurance,15-19,0.8
2024,Financial & Insurance Services,Financial & Insurance,20-24,7.8
2024,Financial & Insurance Services,Financial & Insurance,25-29,24.5
2024,Financial & Insurance Services,Financial & Insurance,30-34,39.5
2024,Financial & Insurance Services,Financial & Insurance,35-39,38.3
2024,Financial & Insurance Services,Financial & Insurance,40-44,36.3
2024,Financial & Insurance Services,Financial & Insurance,45-49,30.7
2024,Financial & Insurance Services,Financial & Insurance,50-54,26.1
2024,Financial & Insurance Services,Financial & Insurance,55-59,15.1
2024,Financial & Insurance Services,Financial & Insurance,60-64,11.3
2024,Financial & Insurance Services,Financial & Insurance,65+,8.9
2000,Health & Social Services,Health & Social,15-19,0.7
2000,Health & Social Services,Health & Social,20-24,3.7
2000,Health & Social Services,Health & Social,25-29,6
2000,Health & Social Services,Health & Social,30-34,7.1
2000,Health & Social Services,Health & Social,35-39,6.6
2000,Health & Social Services,Health & Social,40-44,6.4
2000,Health & Social Services,Health & Social,45-49,5.9
2000,Health & Social Services,Health & Social,50-54,5
2000,Health & Social Services,Health & Social,55-59,2.8
2000,Health & Social Services,Health & Social,60-64,1.4
2000,Health & Social Services,Health & Social,65+,0.8
2001,Health & Social Services,Health & Social,15-19,0.9
2001,Health & Social Services,Health & Social,20-24,4.1
2001,Health & Social Services,Health & Social,25-29,6.6
2001,Health & Social Services,Health & Social,30-34,7.7
2001,Health & Social Services,Health & Social,35-39,8
2001,Health & Social Services,Health & Social,40-44,7.6
2001,Health & Social Services,Health & Social,45-49,7.6
2001,Health & Social Services,Health & Social,50-54,5.5
2001,Health & Social Services,Health & Social,55-59,3.2
2001,Health & Social Services,Health & Social,60-64,1.6
2001,Health & Social Services,Health & Social,65+,1
2002,Health & Social Services,Health & Social,15-19,0.4
2002,Health & Social Services,Health & Social,20-24,3.1
2002,Health & Social Services,Health & Social,25-29,6.6
2002,Health & Social Services,Health & Social,30-34,7.3
2002,Health & Social Services,Health & Social,35-39,8.5
2002,Health & Social Services,Health & Social,40-44,7.2
2002,Health & Social Services,Health & Social,45-49,7.6
2002,Health & Social Services,Health & Social,50-54,5.8
2002,Health & Social Services,Health & Social,55-59,3.6
2002,Health & Social Services,Health & Social,60-64,2.2
2002,Health & Social Services,Health & Social,65+,0.8
2003,Health & Social Services,Health & Social,15-19,0.4
2003,Health & Social Services,Health & Social,20-24,4.2
2003,Health & Social Services,Health & Social,25-29,7
2003,Health & Social Services,Health & Social,30-34,7.6
2003,Health & Social Services,Health & Social,35-39,8.3
2003,Health & Social Services,Health & Social,40-44,7.8
2003,Health & Social Services,Health & Social,45-49,7.6
2003,Health & Social Services,Health & Social,50-54,5.9
2003,Health & Social Services,Health & Social,55-59,3.9
2003,Health & Social Services,Health & Social,60-64,1.8
2003,Health & Social Services,Health & Social,65+,1.3
2004,Health & Social Services,Health & Social,15-19,0.5
2004,Health & Social Services,Health & Social,20-24,6.2
2004,Health & Social Services,Health & Social,25-29,8.3
